Point_Index,StraightPath_Length,GyroPath_Length,GyroPath_Perc,CLR_Alpha,CLR_Gamma,Left_CLR_Alpha,Left_CLR_Gamma,Right_CLR_Alpha,Right_CLR_Gamma,DiegoPath_Length,DiegoPath_Perc
277,77.620873,0.000000,0.000000,0,0,0,0,0,0,79.468037,102.379726
278,77.006493,0.000000,0.000000,0,0,0,0,0,0,79.053824,102.658647
279,77.201036,0.000000,0.000000,0,0,0,0,0,0,79.639610,103.158732
280,76.609399,0.000000,0.000000,0,0,0,0,0,0,79.225397,103.414722
281,76.026311,0.000000,0.000000,0,0,0,0,0,0,78.811183,103.663037
282,75.451971,0.000000,0.000000,0,0,0,0,0,0,78.396970,103.903143
283,74.886581,0.000000,0.000000,0,0,0,0,0,0,77.982756,104.134486
284,74.330344,0.000000,0.000000,0,0,0,0,0,0,77.568542,104.356496
285,74.625733,0.000000,0.000000,0,0,0,0,0,0,78.154329,104.728391
286,75.471849,0.000000,0.000000,0,0,0,0,0,0,79.154329,104.879276
287,76.321688,0.000000,0.000000,0,0,0,0,0,0,80.154329,105.021694
288,75.802375,0.000000,0.000000,0,0,0,0,0,0,79.740115,105.194746
289,75.292762,0.000000,0.000000,0,0,0,0,0,0,79.325902,105.356610
290,75.663730,0.000000,0.000000,0,0,0,0,0,0,79.911688,105.614260
291,75.179785,0.000000,0.000000,0,0,0,0,0,0,79.497475,105.743153
292,74.706091,0.000000,0.000000,0,0,0,0,0,0,79.083261,105.859188
293,74.242845,0.000000,0.000000,0,0,0,0,0,0,78.669048,105.961790
294,73.790243,0.000000,0.000000,0,0,0,0,0,0,78.254834,106.050381
295,73.348483,0.000000,0.000000,0,0,0,0,0,0,77.840620,106.124376
296,72.917762,0.000000,0.000000,0,0,0,0,0,0,77.426407,106.183192
297,72.498276,0.000000,0.000000,0,0,0,0,0,0,77.012193,106.226241
298,72.090221,0.000000,0.000000,0,0,0,0,0,0,76.597980,106.252940
299,71.693793,0.000000,0.000000,0,0,0,0,0,0,76.183766,106.262708
300,71.309186,0.000000,0.000000,0,0,0,0,0,0,75.769553,106.254968
