Point_Index,StraightPath_Length,GyroPath_Length,GyroPath_Perc,CLR_Alpha,CLR_Gamma,Left_CLR_Alpha,Left_CLR_Gamma,Right_CLR_Alpha,Right_CLR_Gamma,DiegoPath_Length,DiegoPath_Perc,DiegoPath_Pink
227,311.449835,0.000000,0.000000,0,0,0,0,0,0,332.722871,106.830325,2
228,311.194473,0.000000,0.000000,0,0,0,0,0,0,332.308658,106.784884,2
229,310.942117,0.000000,0.000000,0,0,0,0,0,0,331.894444,106.738337,2
230,309.724071,0.000000,0.000000,0,0,0,0,0,0,330.480231,106.701500,1
231,309.476978,0.000000,0.000000,0,0,0,0,0,0,330.066017,106.652850,1
232,309.232922,0.000000,0.000000,0,0,0,0,0,0,329.651804,106.603075,1
233,308.991909,0.000000,0.000000,0,0,0,0,0,0,329.237590,106.552172,1
234,307.782391,0.000000,0.000000,0,0,0,0,0,0,327.823376,106.511414,1
235,307.546744,0.000000,0.000000,0,0,0,0,0,0,327.409163,106.458341,1
236,307.314171,0.000000,0.000000,0,0,0,0,0,0,326.994949,106.404123,1
237,307.084679,0.000000,0.000000,0,0,0,0,0,0,326.580736,106.348756,1
238,306.858273,0.000000,0.000000,0,0,0,0,0,0,326.166522,106.292237,0
239,307.610143,0.000000,0.000000,0,0,0,0,0,0,326.752309,106.222866,0
240,308.366665,0.000000,0.000000,0,0,0,0,0,0,327.338095,106.152231,0
241,309.127805,0.000000,0.000000,0,0,0,0,0,0,327.923882,106.080358,0
242,309.893530,0.000000,0.000000,0,0,0,0,0,0,328.509668,106.007269,0
243,310.871356,0.000000,0.000000,0,0,0,0,0,0,329.509668,105.995506,0
244,311.642423,0.000000,0.000000,0,0,0,0,0,0,330.095454,105.921219,0
245,312.417989,0.000000,0.000000,0,0,0,0,0,0,330.681241,105.845775,0
246,313.198020,0.000000,0.000000,0,0,0,0,0,0,331.267027,105.769196,0
247,314.178293,0.000000,0.000000,0,0,0,0,0,0,332.267027,105.757474,0
248,314.963490,0.000000,0.000000,0,0,0,0,0,0,332.852814,105.679809,0
249,315.944615,0.000000,0.000000,0,0,0,0,0,0,333.852814,105.668145,0
250,316.734905,0.000000,0.000000,0,0,0,0,0,0,334.438600,105.589436,0
251,317.529526,0.000000,0.000000,0,0,0,0,0,0,335.024387,105.509680,0
252,318.512166,0.000000,0.000000,0,0,0,0,0,0,336.024387,105.498132,0
253,319.494914,0.000000,0.000000,0,0,0,0,0,0,337.024387,105.486620,0
254,320.295176,0.000000,0.000000,0,0,0,0,0,0,337.610173,105.405950,0
255,321.099673,0.000000,0.000000,0,0,0,0,0,0,338.195959,105.324293,0
256,322.083840,0.000000,0.000000,0,0,0,0,0,0,339.195959,105.312939,0
257,322.893171,0.000000,0.000000,0,0,0,0,0,0,339.781746,105.230391,0
258,323.706657,0.000000,0.000000,0,0,0,0,0,0,340.367532,105.146905,0
259,324.692162,0.000000,0.000000,0,0,0,0,0,0,341.367532,105.135748,0
260,325.677755,0.000000,0.000000,0,0,0,0,0,0,342.367532,105.124629,0
261,326.496554,0.000000,0.000000,0,0,0,0,0,0,342.953319,105.040410,0
262,327.319416,0.000000,0.000000,0,0,0,0,0,0,343.539105,104.955309,0
263,328.146309,0.000000,0.000000,0,0,0,0,0,0,344.124892,104.869347,0
264,329.133711,0.000000,0.000000,0,0,0,0,0,0,345.124892,104.858567,0
265,328.977203,0.000000,0.000000,0,0,0,0,0,0,344.710678,104.782543,0
266,329.812068,0.000000,0.000000,0,0,0,0,0,0,345.296465,104.694915,1
267,330.650873,0.000000,0.000000,0,0,0,0,0,0,345.882251,104.606483,0
268,331.493590,0.000000,0.000000,0,0,0,0,0,0,346.468037,104.517266,1
269,332.340187,0.000000,0.000000,0,0,0,0,0,0,347.053824,104.427282,0
270,333.190636,0.000000,0.000000,0,0,0,0,0,0,347.639610,104.336549,0
271,334.044907,0.000000,0.000000,0,0,0,0,0,0,348.225397,104.245085,0
272,334.902971,0.000000,0.000000,0,0,0,0,0,0,348.811183,104.152908,0
273,335.764799,0.000000,0.000000,0,0,0,0,0,0,349.396970,104.060036,0
274,335.638198,0.000000,0.000000,0,0,0,0,0,0,348.982756,103.975876,0
275,336.507058,0.000000,0.000000,0,0,0,0,0,0,349.568542,103.881489,0
276,337.499630,0.000000,0.000000,0,0,0,0,0,0,350.568542,103.872275,0
277,337.379608,0.000000,0.000000,0,0,0,0,0,0,350.154329,103.786453,0
278,338.255820,0.000000,0.000000,0,0,0,0,0,0,350.740115,103.690785,0
279,339.249171,0.000000,0.000000,0,0,0,0,0,0,351.740115,103.681938,0
280,340.129387,0.000000,0.000000,0,0,0,0,0,0,352.325902,103.585846,0
281,341.013196,0.000000,0.000000,0,0,0,0,0,0,352.911688,103.489159,0
282,341.900570,0.000000,0.000000,0,0,0,0,0,0,353.497475,103.391894,0
283,342.791482,0.000000,0.000000,0,0,0,0,0,0,354.083261,103.294066,0
284,343.685903,0.000000,0.000000,0,0,0,0,0,0,354.669048,103.195692,0
285,344.583807,0.000000,0.000000,0,0,0,0,0,0,355.254834,103.096787,0
286,344.489477,0.000000,0.000000,0,0,0,0,0,0,354.840620,103.004778,0
287,345.393978,0.000000,0.000000,0,0,0,0,0,0,355.426407,102.904633,0
288,346.301891,0.000000,0.000000,0,0,0,0,0,0,356.012193,102.803999,1
289,347.213191,0.000000,0.000000,0,0,0,0,0,0,356.597980,102.702889,1
290,347.131099,0.000000,0.000000,0,0,0,0,0,0,356.183766,102.607852,0
291,348.048847,0.000000,0.000000,0,0,0,0,0,0,356.769553,102.505598,1
292,347.972700,0.000000,0.000000,0,0,0,0,0,0,356.355339,102.408993,1
293,347.899411,0.000000,0.000000,0,0,0,0,0,0,355.941125,102.311506,0
294,348.826604,0.000000,0.000000,0,0,0,0,0,0,356.526912,102.207489,1
